title,price,area,location,district,floor,room,bedroom,bathroom,livingroom,kitchen,parking,link
"House for sale at Balkot, Bhaktapur",Negotiable,sq m0-6-0-0,"Balkot, Bhaktapur",Bhaktapur,3.5,,,,,,1,https://99aana.com/property/house-for-sale-at-balkot-bhaktapur-4751/
"House for Sale at Imadol, Lalitpur","Rs.16,500,000",sq m0-3-0-0,"Imadol, Lalitpur",Lalitpur,2.5,8,4,3,,2,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-4765/
"House for Sale at Attariya, Kailali","Rs.6,000,000",sq m8 Dhur,"Attariya, Kailali",Kailali,1,,,,,,1,https://99aana.com/property/house-for-sale-at-attariya-kailali-4764/
"House for Sale at Syuchatar, Kathmandu","Rs.11,000,000",sq m0-4-0-0,"Syuchatar, Kathmandu",Kathmandu,1,3,1,2,,1,1,https://99aana.com/property/house-for-sale-at-syuchatar-kathmandu-4762/
"House for sale at Thankot, Chandragiri, Kathmandu","Rs.5,500,000",sq m0-3-0-0,"Thankot, Chandragiri, Kathmandu",Kathmandu,2,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-thankot-chandragiri-kathmandu-4754/
"House for sale at Makalbari, Kathmandu","Rs.27,500,000",sq m6.2 aana,"Makalbari, Kathmandu",Kathmandu,2.5,3,5,3,,2,1,https://99aana.com/property/house-for-sale-at-makalbari-kathmandu-4738/
"House for Sale at Tilottama, Rupandehi","Rs.10,000,000",sq m9 Dhur,"Tilottama, Rupandehi",Rupandehi,1,5,,1,,1,1,https://99aana.com/property/house-for-sale-at-tilottama-rupandehi-4750/
"Reasonable House for Sale at Birgunj, Parsa","Rs.5,500,000",sq m4 Dhur,"Birgunj, Parsa",Parsa,2,10,,2,,3,1,https://99aana.com/property/house-for-sale-at-birgunj-parsa-4749/
"House for Sale at Kapan, Kathmandu","Rs.24,000,000",sq m0-3-3-1,"Kapan, Kathmandu",Kathmandu,2.5,13,6,3,,3 with Dining hall,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-4746/
"House for Sale at Bhaisepati, Lalitpur","Rs.36,000,000",sq m0-4-2-0,"Bhaisepati, Lalitpur",Lalitpur,2.5,6,4,3,,1 with Dining hall,1,https://99aana.com/property/house-for-sale-at-bhaisepati-lalitpur-4745/
"House for sale at Nipani Chowk, Ratnanagar-01, Chitwan",Negotiable,sq m9.75 dhur,"Nipani Chowk, Ratnanagar-01, Chitwan",Chitwan,2,8,4,2,,2,1,https://99aana.com/property/house-for-sale-at-nipani-chowk-ratnanagar-01-chitwan-4730/
"House for sale at Kirtipur, Kathmandu","Rs.23,000,000",sq m0-3-0-0,"Kirtipur, Kathmandu",Kathmandu,2.5,8,4,2,,1,1,https://99aana.com/property/house-for-sale-at-kirtipur-kathmandu-4731/
"House for sale at Itahari, Sunsari","Rs.10,500,000",sq m6.5 dhur,"Itahari, Sunsari",Sunsari,2.5,6,3,2,,1,1,https://99aana.com/property/house-for-sale-at-itahari-sunsari-4735/
"House for Sale at New Baneshwor, Kathmandu",Negotiable,sq m0-2-2-0,"New Baneshwor, Kathmandu",Kathmandu,3,14,,4,,,1,https://99aana.com/property/house-for-sale-at-new-baneshwor-4724/
"House for sale at Paribartan tole, Suryabinayak-08, Bhaktapur","Rs.551,000,000",sq m0-10-0-0,"Paribartan tole, Suryabinayak-08, Bhaktapur",Bhaktapur,3.5,7,5,6,,,,https://99aana.com/property/house-for-sale-at-paribartan-tole-suryabinayak-08-bhaktapur-4711/
"Affordable House for Sale at Biratnagar, Morang","Rs.6,000,000",sq m4.5 Dhur,"Biratnagar, Morang",Morang,3.5,,,,,,1,https://99aana.com/property/house-for-sale-at-biratnagar-morang-4710/
"Affordable House for Sale at Kamalamai, Sindhuli","Rs.4,000,000",sq m5 Dhur,"Kamalamai, Sindhuli",Sindhuli,1,4,,1,,1,1,https://99aana.com/property/house-for-sale-at-kamalamai-sindhuli-4709/
"House for Sale at TiKathali, Lalitpur","Rs.10,600,000",sq m0-2-2-0,"TiKathali, Lalitpur",Lalitpur,1,4,,1,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-4707/
"House for Sale at Tahachal, Kathmandu","Rs.45,000,000",sq m0-5-2-0,"Tahachal, Kathmandu",Kathmandu,3.5,11,6,6,,1 with Dining hall,1,https://99aana.com/property/house-for-sale-at-tahachal-kathmandu-4705/
"House for sale at Sheetal height, Imadol, Mahalaxmi, Lalitpur","Rs.17,500,000",sq m0-4-0-0,"Sheetal height, Imadol, Mahalaxmi, Lalitpur",Lalitpur,2.5,11,7,3,,2,1,https://99aana.com/property/house-for-sale-at-sheetal-height-imadol-mahalaxmi-lalitpur-4714/
"House for sale at Bijayapur, Pokhara-27, Kaski",85 lakh,sq m0-4-0-0,"Bijayapur, Pokhara-27, Kaski",Kaski,1,5,3,1,,1,1,https://99aana.com/property/house-for-sale-at-bijayapur-pokhara-27-kaski-4693/
"House for sale at Lubhu, Gashi Tole, Mahalaxmi – 08, Lalitpur",Negotiable,sq m0-6-1-0,"Lubhu, Gashi Tole, Mahalaxmi – 08, Lalitpur",Lalitpur,3.5,11,4,3,,2,1,https://99aana.com/property/house-for-sale-at-lubhu-gashi-tole-mahalaxmi-08-lalitpur-4697/
"House for Sale at TiKathali, Lalitpur","Rs.17,000,000",sq m0-3-0-0,"TiKathali, Lalitpur",Lalitpur,2.5,10,,3,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-4704/
"House for Sale at Itahari, Sunsari","Rs.21,000,000",sq m9.15 Dhur,"Itahari, Sunsari",Sunsari,3,,,,,,1,https://99aana.com/property/house-for-sale-at-itahari-sunsari-4701/
"House for Sale at Hattiban, Lalitpur","Rs.14,000,000",sq m0-5-2-0,"Hattiban, Lalitpur",Lalitpur,1,4,,1,,,1,https://99aana.com/property/house-for-sale-at-hattiban-lalitpur-4687/
"House for Sale at Katunje, Bhaktapur","Rs.23,000,000",sq m0-3-0-0,"Katunje, Bhaktapur",Bhaktapur,3.5,11,,4,,,1,https://99aana.com/property/house-for-sale-at-katunje-bhaktapur-4685/
"House for sale at Lubhu, Lalitpur","Rs.10,800,000",sq m0-4-2-0,"Lubhu, Lalitpur",Lalitpur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-lubhu-lalitpur-4677/
"House for Sale at Imadol, Lalitpur","Rs.26,000,000",sq m0-3-2-0,"Imadol, Lalitpur",Lalitpur,3,11,,3,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-4682/
"House for sale at Imadol, Lalitpur","Rs.13,000,000",sq m0-3-3-0,"Imado,l Lalitpur",Lalitpur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-4675/
"House for sale at Hetauda-08, Kamane, Makwanpur","Rs.10,000,000",sq m15 dhur,"Hetauda-08, Kamane, Makwanpur",Makwanpur,2,5,3,2,,1,1,https://99aana.com/property/house-for-sale-at-hetauda-08-kamane-makwanpur-4673/
"House for sale at Radhakrishna Marg, Ghorepatan, Pokhara-07, Kaski","Rs.15,500,000",sq m0-3-0-0,"Radhakrishna Marg, Ghorepatan, Pokhara-07, Kaski",Kaski,2.5,6,3,3,,1,1,https://99aana.com/property/house-for-sale-at-radhakrishna-marg-ghorepatan-pokhara-07-kaski-4672/
"House for sale at Jarankhu, Kathmandu","Rs.14,000,000",sq m0-3-0-0,"Jarankhu, Kathmandu",Kathmandu,2.5,7,3,3,,1,1,https://99aana.com/property/house-for-sale-at-jarankhu-kathmandu-4659/
"House for sale at Kalanki, Kathmandu","Rs.18,500,000",sq m0-4-0-0,"Kalanki, Kathmandu",Kathmandu,3.5,14,,4,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-4641/
"House for sale at TiKathali, Mahalaxmi, Lalitpur","Rs.18,000,000",sq m0-5-0-0,"TiKathali, Mahalaxmi, Lalitpur",Lalitpur,2.5,14,9,4,,2,1,https://99aana.com/property/house-for-sale-at-tiKathali-mahalaxmi-lalitpur-4663/
"House for sale at Kadaghari, Kathmandu","Rs.17,000,000",sq m0-3-0-0,"Kadaghari, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-4638/
"House for sale at Aarubari, Sundarbasti, Kathmandu","Rs.18,500,000",sq m0-4-0-0,"Aarubari, Sundarbasti, Kathmandu",Kathmandu,2.5,11,7,3,,2,1,https://99aana.com/property/house-for-sale-at-aarubari-sundarbasti-kathmandu-4651/
"House for Sale at Pasikot, Kathmandu","Rs.52,500,000",sq m0-14-2-0,"Pasikot, Budhanilkantha, Kathmandu",Kathmandu,2.5,9,6,4,,1 with dining,1,https://99aana.com/property/house-for-sale-at-pasikot-kathmandu-4658/
"House for Sale at Kapan, Kathmandu","Rs.31,000,000",sq m0-3-2-0,"Kapan, Kathmandu",Kathmandu,2.5, 3, 6, 5,,2,1,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-4657/
"House for Sale at Nayabasti, Kathmandu","Rs.8,500,000",sq m0-2-2-0,"Nayabasti, Gokarneshwor-05, Kathmandu",Kathmandu,1,4,2,1,, 1,1,https://99aana.com/property/house-for-sale-at-nayabasti-kathmandu-4655/
"House for sale at Pokhara, Kaski","Rs.65,000,000",sq m0-12-0-0,"Pokhara, Kaski",Kaski,2.5,10,6,4,,2,1,https://99aana.com/property/house-for-sale-at-pokhara-kaski-4648/
"House for sale at Phutung, Kathmandu","Rs.23,000,000",sq m0-6-0-0,"Phutung, Kathmandu",Kathmandu,2.5,11,7,3,,2,1,https://99aana.com/property/house-for-sale-at-phutung-kathmandu-4632/
"House for Sale at Khaireni, Gulmi","Rs.6,200,000",sq m7 Dhur,"Khaireni, Gulmi",Gulmi,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-khaireni-gulmi-4644/
"House for sale at TiKathali, Lalitpur","Rs.15,500,000",sq m0-3-0-0,"TiKathali, Lalitpur",Lalitpur,2.5,7,,2,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-4636/
"House for Sale at Hattigauda, Kathmandu","Rs.30,000,000",sq m0-4-0-0,"Hattigauda, Kathmandu",Kathmandu,2.5,11,,5,,2,1,https://99aana.com/property/house-for-sale-at-hattigauda-kathmandu-4645/
"House for Sale at TiKathali, Lalitpur","Rs.11,500,000",sq m3.2 Aana,"TiKathali, Lalitpur",Lalitpur,1,4,,2,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-4646/
"House for Sale at Kusunti, Lalitpur","Rs.50,000,000",sq m0-7-0-0,"Kusunti, Lalitpur",Lalitpur,1,13,10,10,,,1,https://99aana.com/property/house-for-sale-at-kusunti-lalitpur-4643/
"House for sale at Gokarneshwor, Kathmandu","Rs.8,000,000",sq m0-5-2-2,"Gokarneshwor, Kathmandu",Kathmandu,1,5,4,2,,1,1,https://99aana.com/property/house-for-sale-at-gokarneshwor-kathmandu-4631/
"House for Sale at Shankarnagar, Rupandehi","Rs.18,000,000",sq m7 Dhur,"Shankarnagar, Rupandehi",Rupandehi,2.5,9,5,4,,2,1,https://99aana.com/property/house-for-sale-at-shankarnagar-rupandehi-4629/
"House for Sale at Satungal, Kathmandu","Rs.30,000,000",sq m0-5-0-0,"Satungal, Kathmandu",Kathmandu,2.5,12,6,4,,3,1,https://99aana.com/property/house-for-sale-at-satungal-kathmandu-4627/
"House for sale at Laxmipur, Bhadrapur, Jhapa","Rs.20,000,000",sq m2 Katha 5 dhur,"Laxmipur, Bhadrapur, Jhapa",Jhapa,2,8,5,2,,2,1,https://99aana.com/property/house-for-sale-at-laxmipur-bhadrapur-jhapa-4622/
"House for sale at Kavresthali, Kathmandu",8 crore 50 lakh,sq m1-10-2-0,"Kavresthali, Kathmandu",Kathmandu,3,10,5,7,,1,1,https://99aana.com/property/house-for-sale-at-kavresthali-kathmandu-4614/
"House for sale at Birgunj-10, Pani Tanki, Parsa","Rs.6,000,000",sq m6 dhur,"Birgunj-10, Pani Tanki, Parsa",Parsa,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-birgunj-10-pani-tanki-parsa-4619/
"House for sale at Ujjwal Tole, Bharatpur-10, Chitwan","Rs.9,000,000",sq m9 dhur,"Ujjwol Tole, Bharatpur",Bharatpur,1,4,2,2,,1,1,https://99aana.com/property/house-for-sale-at-ujjwal-tole-bharatpur-10-chitwan-4616/
"House for sale at Bakhari, Biratnagar, Morang","Rs.5,000,000",sq m10 dhur,"Bakhari, Biratnagar, Morang",Morang,1,4,2,1,,,1,https://99aana.com/property/house-for-sale-at-bakhari-biratnagar-morang-4621/
"House for Sale at Kalanki, Kathmandu","Rs.10,000,000",sq m0-4-0-0,"Kalanki, Kathmandu",Kathmandu,1,,,,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-4610/
"House for Sale at Suryabinayak, Bhaktapur","Rs.20,000,000",sq m0-3-0-0,"Suryabinayak, Bhaktapur",Bhaktapur,3.5,11,,4,,,1,https://99aana.com/property/house-for-sale-at-suryabinayak-bhaktapur-4612/
"House for Sale at Chapal Karkhana, Kathmandu","Rs.39,000,000",sq m0-7-0-0,"Chapal Karkhana, Kathmandu",Kathmandu,2.5,7,5,4,,1 with dining,1,https://99aana.com/property/house-for-sale-at-chapal-karkhana-4611/
"House for Sale at Gokarna, Kathmandu","Rs.17,000,000",sq m0-6-0-0,"Gokarna, Kathmandu",Kathmandu,1,4,,1,,,1,https://99aana.com/property/house-for-sale-at-gokarna-kathmandu-4607/
"House for sale at Alkabasti, Lainchaur, Kathmandu",2 crore 90 lakh,sq m0-4-0-0,"Alkabasti, Lainchaur, Kathmandu",Kathmandu,3.5,12,7,3,,3,1,https://99aana.com/property/house-for-sale-at-alkabasti-lainchaur-kathmandu-4596/
"House for Sale at Imadol, Lalitpur","Rs.23,000,000",sq m0-6-0-0,"Imadol, Lalitpur",Lalitpur,2,8,,2,,,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-14/
"House for sale at Pathari, Morang","Rs.5,000,000",sq m6 dhur,"Pathari, Morang",Morang,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-pathari-morang-4580/
"House for Sale at Sifal Height, Kathmandu","Rs.68,000,000",sq m0-13-0-0,"Sifal Height, Kathmandu",Kathmandu,2.5,6,4,4,,,1,https://99aana.com/property/house-for-sale-at-sifal-height-kathmandu-4590/
"House for Sale at Dharan, Sunsari","Rs.10,500,000",sq m10 Dhur,"Dharan, Sunsari",Sunsari,1.5,,,,,,1,https://99aana.com/property/house-for-sale-at-dharan-sunsari-4589/
"House for sale at Gongabu, Kathmandu","Rs.39,000,000",sq m0-4-0-0,"Gongabu, Kathmandu",Kathmandu,3.5,23,,17,,1,1,https://99aana.com/property/house-for-sale-at-gongabu-kathmandu-4586/
"House for sale at Kohalpur-08, Banke","Rs.11,300,000",sq m10 dhur,"Kohalpur-08, Banke",Banke,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-kohalpur-08-banke-4585/
"House for Sale at Butwal, Rupandehi","Rs.4,000,000",sq m7 Dhur,"Murgiya, Butwal, Rupandehi",Rupandehi,1,3,,1,,,1,https://99aana.com/property/house-for-sale-at-butwal-rupandehi-4573/
"House for Sale at Bharatpur, Chitwan","Rs.24,000,000",sq m13 Dhur,"Bharatpur, Chitwan",Chitwan,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-bharatpur-chitwan-4574/
"House for sale at Khairahani-08, Parsa, Chitwan","Rs.8,000,000",sq m10 dhur,"Khairahani-08, Parsa, Chitwan",Chitwan,2,4,3,2,,1,1,https://99aana.com/property/house-for-sale-at-khairahani-08-parsa-chitwan-4563/
"House for sale at Imadol, Mahalaxmi, Lalitpur","Rs.14,000,000",sq m0-4-0-0,"Imadol, Mahalaxmi, Lalitpur",Lalitpur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-imadol-mahalaxmi-lalitpur-4564/
"House for sale at Kamalamai-04, Sindhuli","Rs.10,000,000",sq m7 dhur,"Kamalamai-04, Sindhuli",Sindhuli,2.5,12,7,3,,2,1,https://99aana.com/property/house-for-sale-at-kamalamai-04-sindhuli-4557/
"House for sale at Gaindakot-02, Nawalpur","Rs.10,000,000",sq m0-3-0-0,"Gaindakot-02, Nawalpur",Nawalpur,2,7,5,2,,1,1,https://99aana.com/property/house-for-sale-at-gaindakot-02-nawalpur-4556/
"House for Sale at Goldhunga, Kathmandu","Rs.11,000,000",sq m0-2-2-0,"Goldhunga, Tarkeshwor-05, Kathmandu",Kathmandu,2,7,,2,,,1,https://99aana.com/property/house-for-sale-at-goldhunga-kathmandu-4553/
"House for Sale at Budhanilkantha, Kathmandu","Rs.45,000,000",sq m5.5 Aana,"Budhanilkantha, Kathmandu",Kathmandu,2.5,7,5,3,,1 with a dining,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-4551/
"House for sale at Bhumahi, Nawalparasi","Rs.30,000,000",sq m15 dhur,"Bhumahi, Nawalparasi",Nawalparasi,2,,,,,,1,https://99aana.com/property/house-for-sale-at-bhumahi-nawalparasi-4542/
"House for sale at Bharatpur-07, Narayanpur, Swami Chowk, Chitwan","Rs.6,500,000",sq m12 dhur,"Bharatpur-07, Narayanpur, Swami Chowk, Chitwan",Chitwan,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-bharatpur-07-narayanpur-swami-chowk-chitwan-4541/
"House for sale at Bansgadhi, Rupandehi","Rs.4,000,000",sq m1 Katha,"Bansgadhi, Rupandehi",Rupandehi,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-bansgadhi-rupandehi-4546/
"House for sale at Padajungi Chowk, Jhapa","Rs.15,000,000",sq m13 dhur,"Padajungi Chowk, Jhapa",Jhapa,3,,,,,,1,https://99aana.com/property/house-for-sale-at-padajungi-chowk-jhapa-4545/
"House for sale at Maitrik Tole, Tutunga, Pokhara-15, Kaski","Rs.13,500,000",sq m0-4-0-0,"Maitrik Tole, Tutunga, Pokhara-15, Kaski",Kaski,1.5,5,3,3,,2,1,https://99aana.com/property/house-for-sale-at-maitrik-tole-tutunga-pokhara-15-kaski-4548/
"House for Sale at Kohalpur, Banke","Rs.9,500,000",sq m18 Dhur,"Kohalpur, Banke",Banke,1,12,,2,,,1,https://99aana.com/property/house-for-sale-at-kohalpur-banke-4530/
"House for sale at Kapan, Kharibot, Kathmandu",Negotiable,sq m0-3-0-3,"Kapan, Kharibot, Kathmandu",Kathmandu,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-kapan-kharibot-kathmandu-4535/
"House for sale at Bhatkekopul, Kathmandu","Rs.17,500,000",sq m0-3-0-0,"Bhatkekopul, Kathmandu",Kathmandu,2.5,11,7,3,,2,1,https://99aana.com/property/house-for-sale-at-bhatkekopul-kathmandu-4537/
"House for sale at Parijat Chowk, Bharatpur-08, Chitwan","Rs.6,500,000",sq m10 dhur,"Parijat Chowk, Bharatpur-08, Chitwan",Chitwan,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-parijat-chowk-bharatpur-08-chitwan-4527/
"House for Sale at Birauta, Pokhara","Rs.15,500,000",sq m0-3-2-0,"Birauta, Pokhara",Pokhara,2.5,9,,2,,,1,https://99aana.com/property/house-for-sale-at-birauta-pokhara-4523/
"House for sale at Biratnagar, Morang",2 crore 70 lakh,sq m18 dhur,"Biratnagar, Morang",Morang,2.5,11,7,4,,1,1,https://99aana.com/property/house-for-sale-at-biratnagar-morang-4517/
"House for sale at Hattiban, Lalitpur","Rs.15,700,000",sq m0-3-0-0,"Hattiban, Lalitpur",Lalitpur,2.5,9,5,3,,2,1,https://99aana.com/property/house-for-sale-at-hattiban-lalitpur-4518/
"House for Sale at Sangla, Kathmandu","Rs.8,500,000",sq m0-3-3-0,"Sangla, Tarkeshwor, Kathmandu",Kathmandu,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-sangla-kathmandu-4520/
"House for Sale at Budhanilkantha, Kathmandu","Rs.105,000,000",sq m2-0-0-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,10,4,5,,1,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-4508/
"Affordable House for Sale at Imadol, Lalitpur","Rs.13,500,000",sq m0-3-1-0,"Imadol, Lalitpur",Lalitpur,1,1,2,1,,1,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-4504/
"House for sale at Halchowk, Nagarjun-03, Kathmandu","Rs.29,000,000",sq m0-5-0-1,"Halchowk, Nagarjun-03, Kathmandu",Kathmandu,2.5,7,5,3,,,,https://99aana.com/property/house-for-sale-at-halchowk-nagarjun-03-kathmandu-4471/
"House for Sale at Suryabinayak, Bhaktapur","Rs.12,000,000",sq m3.1 Aana,"Darjeeling Height, Suryabinayak, Bhaktapur",Bhaktapur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-suryabinayak-bhaktapur-4507/
"House for Sale at Nayabasti, Kathmandu","Rs.23,500,000",sq m0-3-2-0,"Nayabasti, Gokarneshwor, Kathmandu",Kathmandu,2.5,13,10,4,,2,1,https://99aana.com/property/house-for-sale-at-nayabasti-kathmandu-4506/
"House for sale at Khairahani-08, Parsa, Chitwan","Rs.1,750,000",sq m6.75 dhur,Khairahani-08 Parsa Chitwan,Chitwan,1,1,2,1,,1,1,https://99aana.com/property/house-for-sale-at-khairahani-08-parsa-chitwan-4502/
"House for sale at Payutar Height, Kathmandu","Rs.22,500,000",sq m0-5-2-0,"Payutar height, Kathmandu",Kathmandu,3,13,7,3,,2,1,https://99aana.com/property/house-for-sale-at-payutar-height-kathmandu-4496/
"Affordable House for Sale at TiKathali, Lalitpur","Rs.11,000,000",sq m0-2-2-1,"TiKathali, Lalitpur",Lalitpur,1,4,2,1,,1,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-4484/
"House for Sale at Samakhusi, Kathmandu","Rs.25,500,000",sq m0-4-0-0,"Samakhusi, Kathmandu",Kathmandu,2,8,4,3,,2,1,https://99aana.com/property/house-for-sale-at-samakhusi-kathmandu-4483/
"House for sale at Narayangadh, Chitwan","Rs.7,500,000",sq m11 dhur,"Narayangadh, Chitwan",Chitwan,1,1,2,1,,1,1,https://99aana.com/property/house-for-sale-at-narayangadh-chitwan-4492/
"House for sale at Kapan, Paiyatar, Kathmandu","Rs.19,000,000",sq m0-4-0-0,"Kapan, Paiyatar, Kathmandu",Kathmandu,2.5,9,5,3,,2,1,https://99aana.com/property/house-for-sale-at-kapan-paiyatar-kathmandu-4490/
"House for sale at Balaju,  Paiyatar, Kathmandu","Rs.16,500,000",sq m0-3-2-0,"Balaju, Paiyatar, Kathmandu",Kathmandu,2.5,11,10,3,,1,1,https://99aana.com/property/house-for-sale-at-balaju-paiyatar-kathmandu-4488/
"House for sale at Madhyapur Thimi, Radhe Radhe, Bhaktapur","Rs.29,500,000",sq m0-8-1-0,"Madhyapur Thimi, Radhe Radhe, Bhaktapur",Bhaktapur,2.5,7,4,3,,,,https://99aana.com/property/house-for-sale-at-madhyapur-thimi-radhe-radhe-bhaktapur-4482/
"House for sale at Gundu, Suryabinayak, Bhaktapur","Rs.8,000,000",sq m0-4-0-0,"Gundu, Suryabinayak, Bhaktapur",Bhaktapur,1.5,6,4,1,1,1,1,https://99aana.com/property/house-for-sale-at-gundu-suryabinayak-bhaktapur-4480/
"House for sale at Kalimati, Kuleshwor, Kathmandu","Rs.53,000,000",sq m5,"Kalimati, Kuleshwor, Kathmandu",Kathmandu,4.5,14,11,,,3,1,https://99aana.com/property/house-for-sale-at-kalimati-kuleshwor-kathmandu-4478/
"House for sale at Tarkeshwor-09, Annapurna tole, Kathmandu","Rs.21,000,000",sq m0-3-0-0,"Tarkeshwor-09, Annapurna tole, Kathmandu",Kathmandu,2.5,7,5,3,,1,1,https://99aana.com/property/house-for-sale-at-tarkeshwor-09-annapurna-tole-kathmandu-4470/
"House for sale at Makalbari, Jorpati, Kathmandu","Rs.17,000,000",sq m0-3-0-0,"Makalbari, Jorpati, Kathmandu",Kathmandu,2.5,11,5,3,,2,1,https://99aana.com/property/house-for-sale-at-makalbari-jorpati-kathmandu-4467/
"House for Sale at Hattiban, Lalitpur","Rs.46,000,000",sq m0-5-0-0,"Hattiban, Lalitpur",Lalitpur,2.5,9,4,4,,1 with dining,1,https://99aana.com/property/house-for-sale-at-hattiban-lalitpur-4476/
"House for Sale at Nayabazar, Kathmandu","Rs.55,000,000",sq m0-6-3-0,"Nayabazar, Kathmandu",Kathmandu,3.5,11,7,5,,2,1,https://99aana.com/property/house-for-sale-at-nayabazar-kathmandu-4473/
"House for Sale at Duwakot, Bhaktapur","Rs.23,000,000",sq m5.2 Aana,"Duwakot, Bhaktapur",Bhaktapur,2.5,10,5,3,,2,1,https://99aana.com/property/house-for-sale-at-duwakot-bhaktapur-4458/
"House for sale at Madhyapur Thimi, Bhaktapur","Rs.8,500,000",sq m0-2-2-0,"Madhyapur Thimi, Bhaktapur",Bhaktapur,2,5,4,1,,1,1,https://99aana.com/property/house-for-sale-at-madhyapur-thimi-bhaktapur-4456/
"House for sale at Lubhu, Lalitpur","Rs.13,500,000",sq m0-3-0-0,"Lubhu, Lalitpur",Lalitpur,2.5,7,3,3,,2,1,https://99aana.com/property/house-for-sale-at-lubhu-lalitpur-4455/
"House for sale at New Baneshwor, Kathmandu","Rs.42,500,000",sq m0-8-0-0,"New Baneshwor, Kathmandu",Kathmandu,3.5,11,8,8,,,,https://99aana.com/property/house-for-sale-at-new-baneshwor-kathmandu-4449/
"House for Sale at Kusunti, Lalitpur","Rs.110,000,000",sq m1-3-0-0,"Kusunti, Lalitpur",Lalitpur,2.5,8,4,4,,2 with dining,1,https://99aana.com/property/house-for-sale-at-kusunti-lalitpur-4446/
"House for sale at ShreeNagar, Budhanilkantha-03, Kathmandu","Rs.14,500,000",sq m0-3-0-0,"ShreeNagar, Budhanilkantha-03, Kathmandu",Kathmandu,2,8,4,3,,2,1,https://99aana.com/property/house-for-sale-at-shreenagar-budhanilkantha-03-kathmandu-4440/
